2351431.58922998,1815721.23521082,2294124.90266416,2097909.44627435,3202423.53559626,3943765.05056701,3800875.39301082,1772176.56972904,4652113.78958464,1721858.93850693,2926642.4253618,1560801.53048026,2622046.90955843,1140622.95950252,4281363.04963994,2590236.39709906,1553928.57042723,1693066.63327382,1110414.64569198,2613775.24266612,2061983.60897546,1300593.21721628,2929207.13165794,3140310.59723023,3172696.6113608,1730621.83003191,2517338.87318763,1250758.32583543,1615193.03886053,2515443.75554329
2366475.88507171,1323411.52613166,2262401.94898989,1955206.4957267,3335630.08582507,3978625.52808689,4217114.36405323,1706071.67182136,6084033.50092548,1338062.20826271,2783265.96993145,1319175.46891913,3233125.87411897,1892922.82226585,4135503.20763989,2467639.01952041,1530903.80652312,1610850.99970966,1310235.36023493,3599108.95856665,2012284.42362007,1428073.79967124,3051162.82952887,3337684.79752864,3129760.62838973,1268300.03928378,2127874.33159792,1891821.26155779,1309660.61163471,2319057.02786627
2579065.16881734,1786661.37670393,2211540.28080025,2061323.28484556,2947440.95660091,3825470.94634398,3576473.57022577,1728822.71990417,6318666.68274966,1559916.97292437,2692902.08260313,1378131.36974755,3580358.93779982,2576777.67212452,4576917.81462514,2522920.82640795,1489756.00099315,1110037.94729602,2065242.52530487,3795794.6691497,1950208.06649284,1450004.58861076,2751775.57430315,3703023.81515476,2636862.15105355,1762446.85695598,1951495.36830299,1984561.86794164,1415988.65983959,2107155.6875293
2893857.08996684,2434120.09976061,2283911.12989255,1978158.13834567,2078286.3367005,3720398.3656953,3369770.73588716,2110953.90226814,6027069.14491956,931018.415847783,2704938.2181574,1405723.56842703,3256253.36138099,2715101.10131589,4334200.51449574,2545614.22858214,1442626.15511046,1347286.6542817,2884048.76044566,2823988.2548045,1930947.95516431,1544912.11387873,2626517.92617823,3297094.93378784,3117402.05738866,2002747.4521387,2000115.98487053,1587046.50185046,1568449.29919263,1828630.05682979
2951346.79534507,2613595.70783707,2097623.14026053,1891691.33506358,1069056.06004733,3798046.93224684,3458256.28273723,2336716.82028767,5013408.56449232,907791.449317327,2759191.79769944,1326137.34349235,3868915.73205172,2689647.50054725,3554536.15116565,2766880.86456731,1430130.04449961,1694104.88426535,2648188.85793798,1710941.06028965,1971371.319086,1520844.86026445,3244533.59458238,2815923.03655079,3730024.85285752,1681163.87024028,2196250.87076396,1611206.3903701,1717922.43198286,1146381.39985173
2705347.0847504,2371049.06485104,1886682.11193131,1866885.47072676,965266.018821484,3616850.43291409,3365835.28000068,2274941.42028199,4672410.32875569,1459314.86912523,2166221.87680246,1542712.44878295,3699764.65422198,2741353.26895715,2646556.28731493,2848705.59425288,1441166.42120539,1591350.10908715,1402633.55813575,1965055.7165737,2091628.95857993,1513656.07100109,3140230.0732847,3690746.07674004,3502567.92814934,1499689.62721828,2251679.35739865,1531940.41514688,1828735.16387613,1362540.55859198
2341908.05775969,2842583.5617721,1969202.36510337,1780092.00010073,1035076.38887258,3108210.69166432,3330047.98391871,2578523.3324944,4770331.60123836,1012592.82115958,1566477.58021521,1361846.65790974,2841405.2199435,2716432.76942687,2290153.81937278,2617163.02526996,2651182.62656101,1474299.54140159,1147251.60449113,2229482.57735265,1905305.36461727,1561095.04642334,2837689.28318231,3677428.06415134,2708495.09855764,1658577.59687749,2213504.78247615,1745689.04088951,1981792.89372983,1532765.0169016
2270767.23093504,3338387.64725038,1989139.22130822,1666896.01219151,1326445.27889668,2926451.76063938,3001238.35437233,2589439.85189531,5619656.04455039,1018358.79152206,1502318.89150227,969630.078644094,2470987.47249575,2583747.69989357,2368717.55825095,1997395.47507857,3486480.35434579,1812307.15136913,1404331.52496657,1719499.14509694,1396208.56629298,1865830.57780989,3021269.85688233,3137237.31440029,2682931.80604313,1693644.88176219,2062298.44675136,1534252.30918251,1719754.9595593,1931680.79430991
2299925.41938069,3721839.68436259,2281581.35406813,1728108.33015437,1667626.65466505,2926532.33685627,2632850.6268752,2412476.38583096,6386921.84197979,1036004.28210376,1518845.37386068,1063288.62057698,2849260.96684968,2414945.16666828,2316784.05692932,1846735.8875872,3692131.36309749,2352154.61803455,1199708.37543284,948420.699528591,1354754.18865251,1956109.9171847,2618800.66129793,2844680.19455013,2214464.79260205,1717000.76891086,2011232.784551,1796154.98585082,1787805.39765809,1754314.88608655
2316116.23316881,3786302.39326126,2627387.87582139,1926185.35938973,1846714.31882956,3287955.08568704,2827060.63158103,2486909.0590947,6338744.60865678,957993.901241601,1552822.88140493,1464126.46325361,2470234.12227102,2207218.57235674,2406137.10372669,1882574.93566564,3650857.47858469,2338228.692946,560893.813925263,1460823.36899154,1427010.34907989,1889909.19841987,3294867.61101682,3424868.38322046,2562175.16868923,1553303.50200773,2084322.14869278,1730947.61800256,1971975.41625298,1361316.53441924
