2226389.25702693,3184305.16544734,2516745.81782133,1979185.76858183,1809854.21824487,3678080.43494926,2665186.47000198,2470975.28334009,6434273.2444198,1385698.84175168,1754202.12863533,1323470.86083573,1952690.83609362,1828346.88177365,2285870.68460386,1719115.05101766,3603817.95117933,1486083.61420495,538749.533155267,1863914.84143405,1484109.46455621,1887992.93900457,3423436.97233461,3871834.83766565,2512110.83040789,1251647.35072484,2096827.79351294,1842932.9349505,1907454.93635893,1650330.62623729
2220722.38602748,2927107.29429969,2416885.02330234,2358889.48511317,1412014.31475967,4007034.98315817,2087322.31294591,2528373.64845954,5755726.22232812,1338439.02609505,1828721.723387,1058303.48398293,2030103.79337798,1418721.71555419,2365619.47134476,1817173.2752985,3516046.30877511,1324643.20868123,645969.474987622,2132721.39364547,1684771.28523559,1825892.27005763,2740262.0769018,4526916.54283513,2350552.26288154,1182943.54769222,2251019.36957954,1913974.59335438,1606414.36171771,1649194.05530816
2301224.09940935,3077248.89668447,2345361.57061342,2555086.38502887,797380.507455468,4218056.46809507,2626995.09557491,2492867.79254327,4120613.2994305,844271.854341673,1940953.48493005,1381331.7232807,2175542.65744846,1396727.44610657,1931256.15237301,1740936.00043398,3364138.44017495,1409132.90615964,1103717.12450343,2091192.22544387,2318150.29647702,1565983.09934846,2388644.70776738,4366168.1944521,2680368.87490704,1192939.27046548,2721509.36950681,1983697.40359561,1260199.8161539,1582875.04005752
2444982.20202966,2658715.13883877,2142072.14544585,2729277.21784307,620606.582703926,4296637.68679707,2951864.51456259,2157023.13920302,2858369.36065104,884321.019552935,1944321.34530108,1333407.64592208,2243342.50524977,1555835.62926544,2564054.18069024,1945775.07453366,3513506.58610035,1496296.02609795,1392336.39461117,1422235.01456396,2433517.40104315,1162381.44826987,1823857.5543364,3619277.84655623,2847248.01725382,1168438.43526564,2769065.40726086,2016730.71616477,1240990.75263667,2173621.15798863
2389537.90457567,2447317.2664768,2045896.87192682,2906520.58980972,1154943.64009505,4097205.03163062,2925930.68039412,1781885.42777928,2701502.46522723,1577539.85793867,1668799.13669577,1044725.96497078,2202776.00617177,1600133.29256766,3657386.62674069,1887448.65250037,3593908.82234622,1408118.97715044,1457996.73178404,2069306.07198873,2192680.58501742,1133729.09694799,773710.517700233,1760818.5198998,2437143.5888455,1588915.7327728,2995950.84001469,1951499.32367205,1324479.29097261,2211748.92751125
2449214.93425112,2091929.15550494,1893552.95054209,2546044.10596544,2002807.37200167,4025126.29075951,2825788.38010169,1790996.05747587,3710832.30971966,1115175.94129556,1770344.38605305,1200243.83879465,2147380.74214278,1485535.56819819,4192696.21191139,1690477.92366373,3510048.60061056,1482671.0855007,1402384.98961676,2445169.47799868,2063116.01879846,1438003.69059067,690804.487260888,2198171.32035309,2504439.92374496,1807141.30195772,3096452.3360744,1928006.50875364,1607076.7656268,2196017.30578187
2562658.2220102,2197677.44125945,1804918.52101041,2551721.0526036,2185391.32401829,3824570.39812901,3235026.037591,1609498.24718865,4765439.7929381,713872.871412094,1977985.55260804,1439466.00734237,2001783.90564478,1384242.35858027,3810056.01812072,1686289.44783505,3598548.49579788,1521855.10901653,1320380.33519168,2992822.89959222,2029593.24559825,1703758.52048129,1533459.02196469,4014323.93061326,2719698.74837328,1420702.84832123,2600025.14034945,1872340.81999357,1176144.49730382,2270402.64769004
2576919.84891579,1671895.52816966,2007822.69346465,2782029.68586427,1743445.34133611,3572400.30703701,3189991.46629493,1967152.60069952,5119803.13012176,812052.233510136,2150017.45706397,1514232.35499513,2059909.46976682,2091781.59992454,2589001.30385077,1907981.09730944,3820441.13891157,1771489.92811733,1190748.62635175,3244998.30163233,1984182.15955933,1958651.21126538,2288652.99840234,4371915.89700782,3330331.44954528,1159194.88765342,2443763.00207192,1867790.3632022,962620.453594136,2682323.45056583
2460056.50493458,1957223.72241925,1970654.29037837,2636467.52711509,1522108.90140321,3572281.93167016,2818914.46956813,2106328.27587088,4352504.80364275,1627295.82847271,2056991.19654208,1598500.04074757,1936524.94058774,2324400.5901891,1389836.60339498,1655477.63336692,3946815.6489106,1594627.22979005,741658.215205887,3355243.70377446,2211023.74585193,2053947.92422859,2609146.78210544,3759204.18471305,3024565.09819871,1369504.73668523,2868200.59208556,1688814.43229014,936002.499605628,2854284.59550242
2525678.61983533,2982632.90011444,1956146.67461934,2477577.36356688,1513770.10779713,3493384.70249809,2753468.53871923,2004334.22499058,4964916.20402874,1155566.53930401,1895482.76814796,1593981.10141976,2844765.06665026,2321465.06929419,2330839.36419376,1777111.35226837,3940872.55104348,1481374.34756881,644075.692208244,2973266.75825705,2292430.16373878,1723396.41238318,2643613.15981166,3709452.42141298,2505139.34487583,1347525.14767379,2742743.03383374,1836303.29104806,910535.160131236,2847488.45249716
2476387.00780903,3458969.87299913,2210359.13744528,2342794.5964262,1448496.4821153,3444015.18117087,2305833.8359254,2710416.28731033,5704056.83727219,885166.139530929,1828260.87205326,1246130.58889545,2850063.20256579,2257502.03712972,3275196.34909646,2047957.83363058,4010661.77794142,2198637.50511318,960120.708425071,2059974.13072617,2312078.88061793,1167623.78298678,2533128.28460943,3799829.39231585,2711535.32928708,1410770.950608,2825256.31468611,1968461.78596955,915707.994389573,3017993.66933883
